*---------------------------------------------------------*
*   Station: de Bilt, Nederland
*   Year: 20150101
*   Source: AGMIP Phase4 Project
*   
*   Author: Nobody
*   Longitude: 5.180 W
*   Latitude: 52.00 N
*   Elevation: 1.90 m
*   Comments: 
*             
* 
* Columns:
*  ========
* station number
* year
* day
* irradiation                   (kJ m-2 d-1)
* minimum temperature           (degrees Celsius)
* maximum temperature           (degrees Celsius)
* early morning vapour pressure (kPa)
* mean wind speed (height: 2 m) (m s-1)
1   2015  54  712000   2.7   9.8  0.95   6.5   2.8
1   2015  55  513000   3.5   8.9  0.95   5.4   7.3
1   2015  56  611000   1.6   8.7  0.88   3.2   2.8
1   2015  57  264000   3.7   8.3  0.93   4.5   7.0
1   2015  58  899000  -0.3   8.2  0.81   3.2   0.0
1   2015  59  927000  -0.5   9.1  0.83   5.4   0.0
1   2015  60  939000   6.0  10.7  1.10   6.7   5.1
1   2015  61  795000   1.6   8.4  0.87   5.7   2.4
1   2015  62  386000   3.0   7.5  0.89   4.9   2.0
1   2015  63  558000   2.8   7.6  0.88   4.4   0.3
1   2015  64  887000   1.1  10.3  0.92   2.8   0.0
1   2015  65  441000   4.6   9.0  0.99   3.2   0.0
1   2015  66 1041000   4.0  13.9  1.14   4.6   0.0
1   2015  67 1366000   4.0  15.7  1.22   3.4   0.0
1   2015  68  626000   6.7  11.3  1.15   2.8   0.0
1   2015  69 1183000  -0.7  11.3  0.89   2.6   0.2
1   2015  70 1401000  -2.0   9.5  0.80   1.8   0.0
1   2015  71 1490000  -2.9  12.7  0.87   3.1   0.0
1   2015  72 1421000   0.7   9.2  0.87   4.0   0.0
1   2015  73  353000   0.7   5.3  0.76   3.8   0.2
1   2015  74  312000   4.5   6.8  0.91   4.5   0.1
1   2015  75 1153000   0.6  12.8  0.98   2.6   0.0
1   2015  76 1375000  -1.7  17.8  1.08   1.6   0.0
1   2015  77  545000   0.6   8.8  0.85   2.9   0.0
1   2015  78  909000   0.7  12.6  0.98   2.0   0.0
1   2015  79  894000   0.6   9.3  0.87   2.3   0.0
1   2015  80  693000   3.9   9.3  0.97   4.8   2.2
1   2015  81 1437000  -1.5   8.6  0.79   3.5   0.0
1   2015  82 1438000  -2.9   9.3  0.77   2.1   0.0
1   2015  83 1217000  -2.1  11.5  0.85   2.0   0.3
1   2015  84  261000   5.0   6.9  0.93   2.3   7.2
1   2015  85  605000   0.3   7.3  0.80   4.3   4.1
1   2015  86  619000  -0.4   8.9  0.83   4.2   1.7
1   2015  87  421000  -0.6  11.7  0.91   4.9   3.3
1   2015  88  252000   7.5  11.3  1.18   7.2  16.2
1   2015  89 1413000   5.3   9.1  1.02   6.3   5.4
1   2015  90 1216000   5.8  11.1  1.11   9.4   9.0
1   2015  91 1004000   3.4   9.1  0.95   6.7   4.0
1   2015  92 1476000   4.1   8.6  0.96   5.1   4.7
1   2015  93 1168000   4.5   9.5  1.00   2.3   0.0
1   2015  94 1072000   1.8   9.4  0.91   3.8   1.9
1   2015  95 1805000  -2.2  11.3  0.84   2.4   0.0
1   2015  96  651000   1.6  11.7  0.98   1.2   0.0
1   2015  97 1572000   0.6  13.2  0.99   2.3   0.0
1   2015  98 1318000   3.9  14.2  1.15   1.5   0.0
1   2015  99 1916000   1.9  18.1  1.23   1.4   0.0
1   2015 100 1926000   2.7  19.6  1.33   1.3   0.0
1   2015 101  643000   2.6  13.6  1.08   4.1   4.1
1   2015 102 1931000   2.1  15.5  1.13   5.2   0.1
1   2015 103 1871000   4.1  12.8  1.11   2.5   0.0
1   2015 104 2122000   3.2  20.0  1.37   3.4   0.0
1   2015 105 2192000   5.4  23.0  1.62   3.4   0.0
1   2015 106 1972000   6.4  13.4  1.22   3.7   0.0
1   2015 107 1601000   5.2  12.9  1.15   4.0   0.0
1   2015 108 2223000   4.1  14.4  1.17   3.9   0.0
1   2015 109 1896000  -0.6  15.2  1.02   1.6   0.0
1   2015 110 2323000   4.3  17.1  1.29   3.0   0.0
1   2015 111 2360000   2.2  17.4  1.21   3.2   0.0
1   2015 112 1154000   3.4  12.1  1.05   3.4   0.0
1   2015 113 2048000   3.7  15.5  1.19   1.7   0.0
1   2015 114 2147000   1.5  20.4  1.31   3.0   0.0
1   2015 115  733000   8.6  15.0  1.38   3.4   3.7
1   2015 116  542000   7.9  13.9  1.30   3.0   0.7
1   2015 117 2146000  -0.3  12.6  0.94   3.8   0.0
1   2015 118 2000000  -2.2  11.8  0.86   3.4   0.1
1   2015 119 1407000   1.4  14.7  1.08   3.9   1.6
1   2015 120 1997000   5.8  14.2  1.23   4.1   0.0
1   2015 121 1994000   3.1  13.3  1.09   2.6   0.0
1   2015 122 2141000   0.4  15.8  1.08   1.6   0.0
1   2015 123  845000   6.9  17.0  1.40   4.8   1.6
1   2015 124 1417000  11.7  19.4  1.77   4.1   3.8
1   2015 125 1640000   8.6  22.2  1.75   6.3   9.2
1   2015 126 1569000   8.5  15.5  1.40   6.3   5.0
1   2015 127 1647000   7.5  16.2  1.39   3.6   1.1
1   2015 128 1979000   7.8  19.4  1.56   1.8   0.1
1   2015 129 1025000   9.1  16.1  1.46   5.8   3.9
1   2015 130 2502000   4.2  19.1  1.37   2.0   0.0
1   2015 131 2316000   9.1  25.6  1.98   3.3   0.0
1   2015 132 1866000  11.2  17.5  1.63   3.6   0.0
1   2015 133 2063000   7.6  18.1  1.48   3.0   0.0
1   2015 134 2438000   5.9  16.7  1.34   3.0   0.0
1   2015 135 2209000   3.9  14.4  1.16   3.2   0.0
1   2015 136  944000   4.1  14.9  1.19   3.3   1.7
1   2015 137 2057000   6.8  16.2  1.36   2.9   0.0
1   2015 138  821000   7.7  14.0  1.30   4.5   2.1
1   2015 139 1687000   7.4  13.7  1.27   5.3   2.2
1   2015 140 2270000   6.7  14.7  1.29   3.6   0.2
1   2015 141 2353000   2.5  17.4  1.22   2.4   0.0
1   2015 142 1837000   8.6  19.9  1.62   2.7   0.0
1   2015 143 1686000   6.0  15.7  1.30   3.1   2.0
1   2015 144 2883000   2.5  19.9  1.33   1.9   0.8
1   2015 145 1481000   9.7  15.3  1.45   2.8   0.5
1   2015 146 1905000   7.5  15.8  1.37   3.0   0.0
1   2015 147 1838000   5.4  18.9  1.42   2.7   0.0
1   2015 148 1584000   5.7  16.5  1.32   3.9   0.7
1   2015 149 1087000   5.6  15.8  1.29   4.5   3.1
1   2015 150 2553000   6.6  15.4  1.31   3.8   0.0
1   2015 151  688000   7.9  16.5  1.42   4.3   8.3
1   2015 152 1950000   6.1  16.1  1.32   3.5   0.0
1   2015 153  420000  11.1  17.7  1.64   7.5   2.8
1   2015 154 1481000   6.3  17.7  1.40   3.4   0.0
1   2015 155 2953000   4.6  22.0  1.53   2.5   0.0
1   2015 156 2552000   9.5  31.8  2.43   3.0   8.0
1   2015 157 2986000   8.5  18.9  1.57   3.7   0.0
1   2015 158 2826000   7.1  18.9  1.50   2.8   0.0
1   2015 159 2584000   7.9  17.2  1.45   4.0   0.0
1   2015 160 1835000   7.5  15.0  1.33   4.2   0.0
1   2015 161 2568000   8.9  20.8  1.69   4.4   0.0
1   2015 162 2953000   9.3  24.0  1.89   4.2   0.0
1   2015 163 2783000  12.8  27.4  2.35   3.3   0.0
1   2015 164 1589000  14.1  21.3  2.02   5.1   0.4
1   2015 165  954000  12.3  19.5  1.81   2.5   0.0
1   2015 166 3062000   7.6  17.5  1.45   4.3   0.0
1   2015 167 1587000   4.5  17.7  1.32   1.9   0.0
1   2015 168 2299000   5.3  22.7  1.60   3.8   2.6
1   2015 169 1601000  11.5  16.6  1.60   3.7   0.2
1   2015 170  981000  10.3  15.3  1.48   2.8   4.0
1   2015 171 1034000   9.7  16.3  1.50   1.6   0.0
1   2015 172  994000  12.1  18.5  1.74   2.7  10.1
1   2015 173 1056000   7.6  15.3  1.35   2.9   4.2
1   2015 174 1013000   9.4  15.1  1.43   3.3   0.5
1   2015 175 2108000  11.7  21.5  1.89   2.9   0.0
1   2015 176 2689000  11.4  24.0  2.02   2.0   0.0
1   2015 177 1823000  13.4  25.0  2.22   2.0   0.0
1   2015 178 2236000  10.3  21.8  1.82   3.2   0.0
1   2015 179 1616000   8.8  23.2  1.82   2.3   0.0
1   2015 180 2184000  11.2  24.2  2.02   2.1   0.0
1   2015 181 2914000   9.7  27.3  2.13   2.5   0.0
1   2015 182 2935000  15.8  33.1  3.06   4.0   0.0
1   2015 183 2366000  19.0  33.1  3.37   3.2   6.9
1   2015 184 2719000  16.9  29.1  2.81   2.4   0.0
1   2015 185 2492000  17.9  32.7  3.22   3.4   0.0
1   2015 186 1708000  15.7  28.2  2.64   2.8   0.0
1   2015 187 2277000  13.9  23.8  2.18   3.4   0.0
1   2015 188 1594000  12.5  25.8  2.22   4.3   0.0
1   2015 189 1313000  12.7  19.6  1.84   4.4  11.3
1   2015 190 2153000   7.2  17.6  1.44   3.5   1.8
1   2015 191 2791000   6.8  22.6  1.67   2.3   0.0
1   2015 192 2605000  13.9  28.7  2.53   2.8   0.0
1   2015 193  921000  15.6  20.4  2.06   4.6   1.4
1   2015 194  640000  16.3  19.6  2.06   3.8   4.4
1   2015 195 1061000  14.0  21.3  2.02   3.0   2.9
1   2015 196  932000  14.4  21.1  2.03   2.6   2.3
1   2015 197 2716000  12.0  25.1  2.14   1.8   0.0
1   2015 198 2082000  17.5  25.6  2.57   5.2   4.1
1   2015 199 2284000  14.5  22.1  2.10   3.0   0.0
1   2015 200 1142000  11.9  20.5  1.84   2.8   9.7
1   2015 201 1354000   9.6  21.4  1.76   2.6   0.5
1   2015 202 2655000  17.5  25.4  2.56   4.3   0.0
1   2015 203 1994000  16.3  23.1  2.29   3.5   0.0
1   2015 204 2093000  13.6  21.7  2.02   2.3   0.0
1   2015 205 1304000  13.4  23.3  2.11   2.0   0.5
1   2015 206  551000  11.2  18.3  1.68   5.5  14.8
1   2015 207 1775000   8.6  20.9  1.68   3.5   3.5
1   2015 208 1110000  14.2  19.7  1.93   6.2  12.3
1   2015 209 1171000  12.5  18.9  1.78   5.1  10.0
1   2015 210 1882000  10.9  17.6  1.62   4.8   4.1
1   2015 211 1746000   7.6  18.1  1.48   2.8   1.1
1   2015 212 2061000   5.1  19.4  1.43   1.8   0.0
1   2015 213 2434000   6.1  22.0  1.60   1.4   0.0
1   2015 214 2387000   7.7  24.2  1.81   2.0   0.0
1   2015 215 2489000  12.4  30.0  2.52   2.9   0.0
1   2015 216 1126000  13.8  21.5  2.02   3.2   1.9
1   2015 217 2310000  10.3  25.0  2.02   2.9   0.0
1   2015 218 2352000  13.3  28.4  2.46   2.5   0.0
1   2015 219 2291000  12.6  27.0  2.31   2.2   0.0
1   2015 220 2336000  13.0  23.0  2.06   2.9   0.0
1   2015 221 1891000  10.3  24.3  1.97   1.2   0.0
1   2015 222 1624000  14.7  25.2  2.33   1.5   0.0
1   2015 223 1617000  13.7  25.4  2.27   2.1   0.0
1   2015 224 1520000  16.3  23.0  2.29   3.9   0.0
1   2015 225 2212000  14.6  28.4  2.56   4.1  11.1
1   2015 226 1387000  16.9  25.4  2.51   2.7   5.3
1   2015 227 1100000  15.8  22.1  2.19   2.7   8.5
1   2015 228  609000  12.9  16.6  1.68   2.7  11.0
1   2015 229  334000  12.9  15.2  1.60   3.2  13.6
1   2015 230  523000  13.4  16.8  1.72   3.7   1.2
1   2015 231 1582000  11.6  22.5  1.94   2.4   0.0
1   2015 232 2047000  10.4  24.9  2.02   2.3   0.0
1   2015 233 1768000  13.7  25.3  2.27   1.8   0.0
1   2015 234 2184000  14.1  26.5  2.38   3.5   0.0
1   2015 235 1941000  14.9  25.9  2.40   4.8   8.5
1   2015 236 1314000  13.3  23.1  2.09   3.6   2.4
1   2015 237 1244000  14.0  19.9  1.93   5.3  11.6
1   2015 238 1481000  16.5  25.2  2.46   4.7  12.9
1   2015 239  436000  13.5  18.5  1.82   3.9   5.0
1   2015 240 1596000   9.8  20.9  1.74   2.8   0.1
1   2015 241 2111000   8.1  23.6  1.80   2.0   3.8
1   2015 242 1585000  14.5  25.3  2.32   2.4  10.1
1   2015 243 1240000  17.5  26.5  2.64   2.9   7.3
1   2015 244 1221000  12.0  19.5  1.79   3.3   0.0
1   2015 245 1253000   7.9  18.8  1.53   2.3   0.3
1   2015 246 1202000   6.6  17.1  1.39   2.5   0.3
1   2015 247  791000  11.6  16.6  1.61   4.3  41.1
1   2015 248 1094000   9.3  16.9  1.51   3.2   3.5
1   2015 249 1110000   9.1  17.0  1.50   3.0   1.0
1   2015 250  886000  12.3  16.9  1.66   2.8   1.0
1   2015 251  798000   8.2  16.9  1.45   1.8   0.0
1   2015 252 1830000   7.1  18.5  1.48   2.8   0.0
1   2015 253 1858000   9.1  19.6  1.63   4.0   0.0
1   2015 254 1907000   9.3  20.1  1.67   3.1   0.0
1   2015 255  739000  11.3  20.2  1.79   2.8   1.5
1   2015 256 1360000  12.5  19.4  1.81   3.5   0.0
1   2015 257  800000  11.3  19.8  1.77   3.8  12.5
1   2015 258  807000   9.8  15.9  1.48   5.1   1.0
1   2015 259  373000  11.0  19.2  1.72   4.5   5.8
1   2015 260  384000  12.5  16.4  1.65   4.3   9.1
1   2015 261 1102000   9.9  18.4  1.61   3.2   0.0
1   2015 262  807000   8.5  17.5  1.50   1.8   1.0
1   2015 263  896000   7.1  18.1  1.46   2.5   0.0
1   2015 264 1143000  11.0  18.6  1.68   3.6   1.5
1   2015 265  925000   9.1  17.4  1.52   2.8   1.3
1   2015 266  774000  10.4  17.3  1.58   2.4   5.5
1   2015 267  303000  10.8  15.7  1.52   3.5   2.1
1   2015 268  797000   5.2  16.8  1.31   1.7   0.0
1   2015 269 1037000   3.4  16.8  1.24   1.7   0.0
1   2015 270 1144000   4.6  17.5  1.32   2.3   0.0
1   2015 271  763000   4.4  16.0  1.24   2.0   0.0
1   2015 272 1460000   5.8  17.4  1.37   3.8   0.0
1   2015 273 1452000   8.1  17.5  1.48   4.1   0.0
1   2015 274 1447000   4.9  16.9  1.30   3.2   0.0
1   2015 275 1452000   3.3  18.3  1.29   2.4   0.0
1   2015 276 1107000   4.4  18.8  1.37   1.4   0.0
1   2015 277 1125000   4.6  17.9  1.33   1.5   0.0
1   2015 278  759000   5.7  16.9  1.34   3.0   0.6
1   2015 279  462000  13.1  17.6  1.74   2.5   6.3
1   2015 280  411000  13.7  17.6  1.78   3.4   2.7
1   2015 281  605000   5.8  15.9  1.30   2.1   0.2
1   2015 282 1131000   4.0  16.3  1.24   1.3   0.0
1   2015 283  999000   5.9  14.3  1.24   3.3   0.0
1   2015 284 1225000   2.3  11.5  0.99   4.1   0.0
1   2015 285  954000   0.9  10.2  0.91   2.7   0.0
1   2015 286  493000   1.2   5.9  0.79   3.4   0.0
1   2015 287  252000   2.0   8.0  0.87   2.3   2.8
1   2015 288  131000   2.8   8.0  0.90   1.7   7.4
1   2015 289  161000   6.7   8.4  1.04   1.7   5.9
1   2015 290  151000   7.3   9.0  1.08   1.5   1.4
1   2015 291  269000   3.7  10.9  1.02   1.2   0.0
1   2015 292  176000   5.2  12.5  1.14   1.6   0.0
1   2015 293  360000   5.1  12.6  1.14   1.7   0.7
1   2015 294  362000   4.7  12.5  1.12   3.3   1.8
1   2015 295  273000   7.2  14.8  1.31   3.1   2.2
1   2015 296  429000   6.8  14.1  1.26   2.1   0.0
1   2015 297  373000  10.1  13.8  1.40   2.4   0.5
1   2015 298  743000   3.0  14.3  1.12   1.5   0.2
1   2015 299  899000   3.0  15.8  1.18   3.2   0.0
1   2015 300  845000   5.9  17.3  1.37   2.6   0.0
1   2015 301  351000   7.2  13.3  1.25   2.7   0.0
1   2015 302  584000   4.9  15.6  1.25   2.1   0.0
1   2015 303  629000   6.5  15.0  1.29   2.8   0.0
1   2015 304  775000   6.5  14.3  1.26   3.1   0.0
1   2015 305  751000   3.0  16.0  1.19   1.5   0.0
1   2015 306  766000   0.9  15.9  1.10   1.7   0.0
1   2015 307  674000   1.3  15.7  1.11   2.0   0.0
1   2015 308  229000   7.7  15.4  1.36   3.1   0.0
1   2015 309  219000  11.2  15.4  1.53   3.3   5.6
1   2015 310  201000  13.9  17.1  1.76   4.7   3.2
1   2015 311  218000  14.1  18.5  1.85   4.9   1.5
1   2015 312  378000   7.6  17.3  1.44   3.6   0.4
1   2015 313  277000  12.0  16.0  1.60   5.8   5.4
1   2015 314   78000  13.3  15.6  1.65   6.2   4.4
1   2015 315  180000  11.6  13.8  1.47   4.9   1.9
1   2015 316  375000  11.7  15.3  1.55   3.7   0.0
1   2015 317  462000   7.7  13.6  1.28   5.4   3.5
1   2015 318  266000   7.7  11.9  1.21   5.1   7.2
1   2015 319   77000  11.9  15.0  1.54   7.5  13.3
1   2015 320   87000  11.3  13.7  1.45   5.9   3.3
1   2015 321  121000  10.9  15.6  1.52   6.6  16.3
1   2015 322  318000  11.0  14.5  1.47   8.0   0.6
1   2015 323  148000   8.2  13.8  1.31   5.8   6.6
1   2015 324  184000   4.8   9.7  1.02   3.4   4.6
1   2015 325  200000   0.8   6.3  0.79   3.2  10.2
1   2015 326  326000   0.0   5.7  0.75   2.5   0.1
1   2015 327  397000  -2.6   8.0  0.74   2.9   0.0
1   2015 328   71000   3.1   6.6  0.86   6.0   8.3
1   2015 329  178000   2.2   7.9  0.88   2.3   7.9
1   2015 330  419000   0.0   9.6  0.86   1.7   0.3
1   2015 331  128000   0.8   6.5  0.79   4.3   0.7
1   2015 332  359000   4.5   8.7  0.97   6.0   8.3
1   2015 333   83000   7.4  12.5  1.22   7.3  12.6
1   2015 334   74000   6.5  12.6  1.19   6.1  22.0
1   2015 335  104000   6.8  12.4  1.19   3.3   0.8
1   2015 336  120000   9.4  11.9  1.28   4.8   0.0
1   2015 337  245000   8.4  12.7  1.27   4.6   0.0
1   2015 338  377000   8.2  11.2  1.20   5.5   6.0
1   2015 339  201000   7.2   9.1  1.08   7.3   0.0
1   2015 340  151000   7.4  12.4  1.22   6.5   0.7
1   2015 341  162000   8.8  12.4  1.28   3.1   0.6
1   2015 342  281000   7.3  12.0  1.20   4.4   3.1
1   2015 343  356000   5.4   9.9  1.05   3.9   0.0
1   2015 344  157000   4.9   7.7  0.95   5.5   0.1
1   2015 345   74000   5.4   8.8  1.01   5.0  10.7
1   2015 346  170000   3.3  11.7  1.04   5.4   2.4
1   2015 347  209000   3.9  11.7  1.06   2.4   2.4
1   2015 348  191000   6.4  10.0  1.09   2.6   0.0
1   2015 349  271000   4.8   9.1  1.00   2.4   0.0
1   2015 350   59000   8.9  12.9  1.30   4.2   4.5
1   2015 351  268000  12.4  15.3  1.58   4.4   0.1
1   2015 352  121000  10.6  13.0  1.38   4.3   0.2
1   2015 353   97000  10.6  14.1  1.43   4.3   0.1
1   2015 354  191000   9.7  13.7  1.37   4.6   0.2
1   2015 355  179000   8.4  11.8  1.24   6.8   4.3
1   2015 356   34000  10.3  14.4  1.43   7.8   1.3
1   2015 357  228000   7.3  13.3  1.25   5.8   0.4
1   2015 358  205000   6.4  13.4  1.22   5.5   1.3
1   2015 359  142000   6.5  14.0  1.25   5.1   1.0
1   2015 360  248000  11.1  14.4  1.47   6.7   0.0
1   2015 361   84000  10.2  13.1  1.37   5.7   0.0
1   2015 362  320000   6.5  12.1  1.17   3.7   0.0
1   2015 363  191000   5.4  10.3  1.06   3.3   0.0
1   2015 364  297000   4.9   9.1  1.00   5.5   0.0
1   2015 365  306000   5.5  10.5  1.07   5.3   1.7
